id,minimo_sueldo,total_gasto_inicial
1429,457640,295044
1430,"456332,5",295123
1431,"737557,5",459283
1432,"679147,5",437290
1433,495000,326358
1434,370605,238859
1435,695490,444075
1436,753215,487919
1437,"820977,5",512655
1438,"645882,5",411727
1439,607620,400462
1440,"282187,5",185449
1441,"510587,5",320780
1442,"263897,5",164591
1443,513500,331072
1444,"544852,5",341067
1445,443540,277431
1446,769275,506440
1447,659100,432669
1448,"179032,5",115531
1449,707195,454852
1450,278100,176932
1451,703165,454191
1452,561315,361807
1453,"413987,5",268017
1454,"667822,5",433233
1455,"1169437,5",770831
1456,158880,99037
1457,"274407,5",171826
1458,517840,335391
1459,"1097647,5",721845
1460,"451237,5",286666
1461,705145,456187
1462,"505412,5",325185
1463,"1549457,5",1000914
1464,450085,289583
1465,"350307,5",219212
1466,"1405527,5",877167
1467,"214102,5",133781
1468,468075,302411
1469,"505702,5",325412
1470,472905,300653
1471,157350,98420
1472,"164477,5",106136
1473,365040,239529
1474,"1315217,5",821753
1475,"819862,5",521135
1476,419165,263058
1477,192230,120356
1478,"216142,5",141968
1479,"226237,5",146238
1480,"503087,5",320119
1481,"478992,5",309804
1482,"761882,5",492080
1483,156215,98217
1484,1157765,725878
1485,"1123007,5",699748
1486,1099820,712215
1487,"830032,5",537193
1488,"206467,5",128993
1489,728425,463394
1490,309510,193582
1491,847475,540139
1492,981525,631885
1493,980650,634636
1494,1503000,955013
1495,531740,343566
1496,"501997,5",312979
1497,339355,219120
1498,"714222,5",448658
1499,503255,324681
1500,697380,442890
1501,"367377,5",236702
1502,290640,190606
1503,1442125,933702
1504,270580,169177
1505,"979897,5",631805
1506,"466582,5",306987
1507,"566842,5",373249
1508,519540,333865
1509,"492962,5",317311
1510,320885,200420
1511,"158437,5",98697
1512,678175,422374
1513,325365,214019
1514,719100,463875
1515,"859017,5",564024
1516,1101490,707714
1517,"307987,5",198399
1518,"310357,5",199758
1519,566080,372050
1520,"664162,5",424168
1521,444310,286777
1522,"838982,5",540187
1523,507395,327005
1524,553620,345645
1525,501825,314816
1526,322245,205377
1527,"827917,5",531754
1528,1058400,696754
1529,165150,105897
1530,"598392,5",387673
1531,599760,394395
1532,393155,246791
1533,372735,237124
1534,"1087087,5",680624
1535,"447682,5",280828
1536,1325940,871930
1537,"705887,5",450413
1538,"197292,5",123175
1539,1068760,688891
1540,"772732,5",491313
1541,368550,235363
1542,"1017427,5",656161
1543,"699847,5",445048
1544,467505,300818
1545,588920,379877
1546,"591077,5",369324
1547,559675,351485
1548,683100,435979
1549,922160,578028
1550,451350,288112
1551,527560,340293
1552,309750,197368
1553,"444937,5",291913
1554,421795,263969
1555,"923002,5",594506
1556,812510,505754
1557,321780,211349
1558,533610,338918
1559,638515,413152
1560,372450,244302
1561,882525,569076
1562,599740,386313
1563,425250,279797
1564,"641337,5",402547
1565,"275572,5",181115
1566,765020,493109
1567,"529112,5",341093
1568,"775167,5",497766
1569,"493687,5",308799
1570,741705,473271
1571,367010,236793
1572,415595,258804
1573,381150,246278
1574,"190647,5",119172
1575,"1527897,5",1005735
1576,"1336822,5",837341
1577,"1016957,5",655580
1578,"528637,5",347400
1579,"594597,5",383332
1580,150000,95847
1581,"1143487,5",735730
1582,"849742,5",532010
1583,"303322,5",199645
1584,405900,266917
1585,"389572,5",243784
1586,"292237,5",187532
1587,522520,337207
1588,"785882,5",491793
1589,803485,528319
1590,348085,217274
1591,"499852,5",324235
1592,150000,98710
1593,997815,622603
1594,947955,613088
1595,"495787,5",326322
1596,732840,480871
1597,"1010137,5",649072
1598,1656985,1067347
1599,"1783882,5",1148528
1600,712695,460764
1601,"1396342,5",872158
1602,1122575,715548
1603,820115,539167
1604,"267527,5",176328
1605,465525,301972
1606,"587292,5",386106
1607,953595,597708
1608,666935,430847
1609,"604877,5",389546
1610,"437992,5",282169
1611,462735,305127
1612,746775,481071
1613,"200057,5",129653
1614,"1074947,5",686640
1615,1125160,728119
1616,399000,262788
1617,322435,200871
1618,"218082,5",136529
1619,150000,98566
1620,"506307,5",316346
1621,"156242,5",101252
1622,697790,437200
1623,"704757,5",457325
1624,433575,280291
1625,1000975,625582
1626,291635,182602
1627,1151970,755141
1628,"734562,5",472688
1629,"1130277,5",729426
1630,640975,413851
1631,711075,467941
1632,667440,425524
1633,"407092,5",259085
1634,"307987,5",195985
1635,373515,240662
1636,"300437,5",194690
1637,"246182,5",158423
1638,520970,325346
1639,665490,428954
1640,292440,189016
1641,788970,502490
1642,476280,303437
1643,"296852,5",192271
1644,544050,357194
1645,"571592,5",369757
1646,819170,512098
1647,1492920,963153
1648,198580,127453
1649,687155,430399
1650,474345,302269
1651,365640,228947
1652,842285,526874
1653,914390,571062
1654,"585992,5",379095
1655,"1387237,5",913127
1656,"260537,5",167468
1657,462735,304768
1658,"281832,5",185793
1659,1157520,721452
1660,598240,386226
1661,426195,271122
1662,372450,237331
1663,313770,201971
1664,614100,402833
1665,150000,95591
1666,"572597,5",369218
1667,1375890,864060
1668,418275,266987
1669,"624147,5",391324
1670,376090,243337
1671,"692712,5",433914
1672,"394467,5",246899
1673,"347712,5",217338
1674,"483142,5",318143
1675,"263122,5",164760
1676,"1110582,5",716190
1677,"503067,5",323665
1678,"787677,5",493979
1679,"1420522,5",885779
1680,"158002,5",98550
1681,769895,497627
1682,678965,424673
1683,"484482,5",303088
1684,158315,98852
1685,483360,316974
1686,"294402,5",189009
1687,"286202,5",184095
1688,"687067,5",451700
1689,423535,273369
1690,"323567,5",207941
1691,"1390222,5",899893
1692,542220,349374
1693,"529097,5",346889
1694,706800,449345
1695,561700,361898
1696,1692335,1055421
1697,1105895,692430
1698,1443000,951478
1699,365205,240522
1700,"638402,5",398966
1701,206285,129721
1702,"1172417,5",731875
1703,1181285,739153
1704,354510,228946
1705,906555,583527
1706,1276905,823275
1707,733770,482289
1708,"541442,5",356974
1709,651095,419749
1710,"626912,5",403011
1711,1212420,772740
1712,"506002,5",318275
1713,"681302,5",425800
1714,"187582,5",117160
1715,1488300,961264
1716,"321602,5",207716
1717,834400,541514
1718,"496592,5",310855
1719,"482867,5",311668
1720,"924472,5",575636
1721,"881862,5",569235
1722,750600,479655
1723,"616772,5",397412
1724,1492230,963612
1725,390235,251311
1726,"1067067,5",684572
1727,"532587,5",344267
1728,648375,426035
1729,"482007,5",310745
1730,167420,108133
1731,1055380,672727
1732,963350,622220
1733,565590,354803
1734,"1237867,5",776195
1735,1151755,741973
1736,"376447,5",239458
1737,307175,192073
1738,"836192,5",520519
1739,703295,461645
1740,417200,261096
1741,156030,101277
1742,"282977,5",177621
1743,"402137,5",250885
1744,"1008957,5",641612
1745,403200,256370
1746,"860472,5",537857
1747,"693427,5",449751
1748,872595,560048
1749,"387342,5",241880
1750,643340,403635
1751,171470,107161
1752,960335,611150
1753,1374070,904464
1754,"555442,5",347351
1755,"168157,5",108588
1756,"208527,5",130487
1757,"690322,5",454178
1758,601140,394208
1759,362700,230744
1760,"326392,5",204037
1761,"880612,5",550942
1762,386815,248378
1763,"943512,5",609317
1764,"449557,5",281424
1765,"789122,5",494034
1766,1221750,789154
1767,836085,536897
1768,"679372,5",426116
1769,"717852,5",449808
1770,712545,460285
1771,"280837,5",181132
1772,886250,554350
1773,"491922,5",307116
1774,495555,309602
1775,"159412,5",101618
1776,"883147,5",551655
1777,"918702,5",590935
1778,"824542,5",530908
1779,"478602,5",304685
1780,266385,171698
1781,855710,534912
1782,"660512,5",412805
1783,775260,508734
1784,648375,426826
1785,"411037,5",257309
1786,416520,273918
1787,508950,324249
1788,"516172,5",324010
1789,1246970,778914
1790,520470,324598
1791,961380,614266
1792,345340,222850
1793,"340957,5",223510
1794,"581277,5",363261
1795,"1341227,5",864771
1796,"984802,5",646235
1797,"178277,5",111624
1798,1557830,969723
1799,"1165272,5",728345
1800,"1155827,5",722929
1801,"465322,5",299322
1802,"582117,5",363378
1803,"742092,5",465971
1804,1242885,793934
1805,626400,410678
1806,"391787,5",244779
1807,185535,121820
1808,"808447,5",506530
1809,"574932,5",359683
1810,"707427,5",458712
1811,150000,95363
1812,"278997,5",183215
1813,"611047,5",394929
1814,"402902,5",253439
1815,"931567,5",600597
1816,473890,305732
1817,274075,176849
1818,"596477,5",382961
1819,862815,550284
1820,1005410,646919
1821,296570,189188
1822,"1185427,5",742053
1823,230590,144255
1824,"212262,5",139422
1825,"301537,5",198144
1826,"328517,5",210729
1827,"1118872,5",702363
1828,"421987,5",269248
1829,"554652,5",356752
1830,"709267,5",457381
1831,384685,241329
1832,301275,197726
1833,354900,225516
1834,810720,534304
1835,613475,383320
1836,"753412,5",486004
1837,785685,493753
1838,807300,529200
1839,317775,204700
1840,"950357,5",611707
1841,801970,517259
1842,"1081312,5",697519
1843,"862042,5",566408
1844,"271717,5",169695
1845,"648622,5",427170
1846,1270465,818648
1847,934560,616030
1848,991115,632743
1849,185760,120135
1850,511560,325401
1851,316120,203955
1852,182280,116397
1853,378000,247770
1854,273840,174362
1855,527345,328750
1856,1263300,787779
1857,308930,192916
1858,"409152,5",263755
1859,452565,297191
1860,363225,230823
1861,"474277,5",311484
1862,"565517,5",363751
1863,1055205,691757
1864,572700,377619
1865,461700,303906
1866,"899947,5",577355
1867,"1008842,5",628332
1868,"640482,5",413358
1869,947310,612061
1870,"360047,5",232603
1871,549630,349540
1872,955755,598188
1873,"479062,5",307706
1874,"205042,5",128167
1875,488160,320201
1876,150000,95742
1877,"373162,5",244892
1878,"593252,5",373268
1879,1542470,962246
1880,272160,173494
1881,525665,339503
1882,"492387,5",307373
1883,"620002,5",401313
1884,"506362,5",326767
1885,622110,395261
1886,"386967,5",242464
1887,919165,591849
1888,905365,566092
1889,687175,442981
1890,"374667,5",240678
1891,1869570,1164499
1892,403805,252261
1893,766540,492550
1894,1472280,921063
1895,"559317,5",359512
1896,553910,357253
1897,"157347,5",101789
1898,"375257,5",239162
1899,"647722,5",405546
1900,"157487,5",98293
1901,495235,310090
1902,668975,439481
1903,694580,445361
1904,"1233792,5",797269
1905,522450,343016
1906,"963497,5",634492
1907,310500,197769
1908,"596237,5",372626
1909,525040,328923
1910,"1433337,5",921268
1911,"944762,5",619355
1912,"365592,5",236427
1913,551430,345573
1914,320350,203885
1915,440640,280468
1916,541260,345663
1917,546840,349180
1918,612045,390977
1919,1091770,684055
1920,739935,486714
1921,"299922,5",191060
1922,1670735,1078854
1923,"585672,5",367990
1924,338675,215116
1925,448785,280090
1926,"782627,5",513098
1927,156220,97952
1928,582255,375621
1929,"539202,5",336883
1930,"738707,5",478672
1931,569340,357561
1932,"707332,5",440745
1933,167565,107754
1934,"486612,5",313330
1935,"635487,5",410186
1936,"313852,5",195915
1937,"942637,5",600889
1938,158145,101587
1939,571300,369517
1940,1498285,966477
1941,"639817,5",400880
1942,"1022922,5",662356
1943,"738772,5",460294
1944,328515,216078
1945,479655,315165
1946,150000,95800
1947,"675217,5",433628
1948,"1041992,5",676277
1949,722860,450077
1950,789750,519598
1951,1053160,691495
1952,"1054112,5",660112
1953,513520,331025
1954,"674297,5",420981
1955,469845,298818
1956,356235,226351
1957,"591832,5",370267
1958,833760,549369
1959,"460232,5",297159
1960,742770,488194
1961,338070,214734
1962,"827617,5",527220
1963,"353377,5",221822
1964,"990087,5",637384
1965,628820,406081
1966,912770,588257
1967,"787197,5",518333
1968,923660,594210
1969,1029825,642757
1970,"945052,5",621077
1971,"715432,5",461576
1972,"506927,5",318043
1973,1413600,916008
1974,"988327,5",639039
1975,804735,502421
1976,643080,410181
1977,"479517,5",300450
1978,514350,327216
1979,"893882,5",561192
1980,"323882,5",203585
1981,512110,320220
1982,482560,302559
1983,"490947,5",317713
1984,"507982,5",329093
1985,483475,303044
1986,1395640,878282
1987,"615697,5",398308
1988,"420047,5",262696
1989,748440,490847
1990,441045,290305
1991,"447627,5",279978
1992,874615,564993
1993,410220,261581
1994,580290,376310
1995,335085,219845
1996,"552742,5",358038
1997,"530887,5",347975
1998,1044195,672046
1999,"1356497,5",890938
2000,"751832,5",484555
2001,1247820,783962
2002,"319982,5",200586
2003,480450,311770
2004,1281615,818795
2005,880500,551114
2006,491625,312774
2007,498530,312609
2008,670770,441669
2009,"1104457,5",692618
2010,565800,360076
2011,1589955,1043222
2012,"1116522,5",699202
2013,"404662,5",257322
2014,289500,184792
2015,"271487,5",175355
2016,"810587,5",509516
2017,1107100,693246
2018,557775,355962
2019,"1841782,5",1151986
2020,"338452,5",219413
2021,481175,309805
2022,"460647,5",296197
2023,447525,293381
2024,"1492837,5",950513
2025,504525,316022
2026,"255057,5",164182
2027,"470137,5",299075
2028,"491057,5",308139
2029,1083805,701056
2030,"753447,5",471499
2031,"328577,5",211560
2032,407980,263656
2033,521640,331710
2034,"843182,5",528125
2035,546975,360415
2036,"911987,5",568772
2037,891900,578499
2038,593400,377720
2039,567390,364048
2040,688380,442540
2041,"484942,5",302823
2042,"451012,5",291250
2043,515970,339238
2044,"960702,5",619618
2045,"489037,5",321647
2046,245255,153252
2047,813995,524510
2048,"381307,5",242634
2049,612900,390700
2050,"299457,5",193082
2051,"699352,5",438757
2052,"390502,5",252646
2053,941375,588191
2054,734775,482743
2055,460530,292856
2056,"361532,5",225744
2057,353115,225023
2058,"928837,5",595829
2059,550530,343418
2060,"518722,5",334982
2061,897235,590625
2062,345450,227596
2063,367765,237331
2064,530270,342987
2065,1068010,701965
2066,"320287,5",206166
2067,"1143777,5",738113
2068,1085660,715614
2069,1246440,794410
2070,566290,364153
2071,332025,207252
2072,"537757,5",338577
2073,496420,309119
2074,206415,131469
2075,605740,379957
2076,"324442,5",213114
2077,898185,582307
2078,"430177,5",268110
2079,776225,498026
2080,338070,215142
2081,"1567642,5",981386
2082,1023990,640289
2083,422095,264240
2084,"288107,5",185654
2085,421575,263490
2086,"551422,5",345415
2087,"1225227,5",767987
2088,"698697,5",435952
2089,"503087,5",313738
2090,"769467,5",496791
2091,"459032,5",288270
2092,730450,456912
2093,"944627,5",589592
2094,199335,127056
2095,1302220,837784
2096,497840,320598
2097,"457007,5",294786
2098,564300,358508
2099,398610,262058
2100,"603217,5",377612
2101,"156887,5",98566
2102,592520,381398
