id,tipo_propiedad,barrio,precio,ambientes,superficie_m2,antigüedad,expensas,garantía_requerida,precio_m2,score_crediticio_requerido,comisión_inmobiliaria,cochera,gastos_administrativos,tipo_incremento
214,Departamento,General Paz,216212,2,56,26,11405,2 recibos + garantía propietaria,3860.93,704,134810,No,3795,ICL cada 4 meses
215,PH,Villa El Libertador,251940,4,114,10,0,2 recibos de sueldo,2210.0,620,157086,No,4685,ICL cada 4 meses
216,Casa,General Paz,162706,2,41,35,0,1 recibo de sueldo,3968.44,584,101448,Sí,3462,ICL cada 6 meses
217,Departamento,Barrio Jardín,415833,4,114,4,22190,3 recibos de sueldo,3647.66,593,238135,Sí,7239,IPC cada 4 meses
218,Departamento,Villa Belgrano,188856,3,97,28,10252,1 recibo de sueldo,1946.97,885,108152,Sí,3768,IPC cada 3 meses
219,Departamento,San Vicente,268824,4,129,16,13472,1 recibo + garantía propietaria,2083.91,727,167614,Sí,5739,ICL cada 3 meses
220,Departamento,Observatorio,320880,5,145,9,16524,3 recibos de sueldo,2212.97,616,200071,Sí,6487,ICL cada 6 meses
221,Departamento,San Vicente,159786,2,73,2,6418,2 recibos de sueldo,2188.85,406,91504,Sí,2408,IPC cada 3 meses
222,Casa,Centro,270480,4,120,4,0,1 recibo + garantía propietaria,2254.0,479,168646,Sí,5410,ICL cada 3 meses
223,PH,Nueva Córdoba,341312,3,77,31,0,1 recibo de sueldo,4432.62,658,195459,No,6334,IPC cada 6 meses
224,Departamento,Barrio Jardín,357302,4,103,18,15482,2 recibos + garantía propietaria,3468.95,620,222781,No,5523,ICL cada 6 meses
225,Departamento,Urca,388048,3,102,6,19391,2 recibos de sueldo,3804.39,534,241951,No,9372,ICL cada 4 meses
226,Departamento,General Paz,353046,3,86,14,19386,1 recibo + garantía propietaria,4105.19,636,202178,Sí,7588,IPC cada 6 meses
227,Casa,Pueyrredón,115236,2,48,2,0,2 recibos de sueldo,2400.75,575,71850,Sí,2781,ICL cada 3 meses
228,Casa,Cofico,60000,1,7,2,0,1 recibo + garantía propietaria,8571.43,585,37410,No,1083,ICL cada 6 meses
229,Departamento,Yofre,164835,3,86,35,9260,1 recibo de sueldo,1916.69,632,102776,Sí,3996,ICL cada 4 meses
230,Departamento,San Vicente,329307,5,154,13,17973,2 recibos de sueldo,2138.36,548,188584,Sí,6393,IPC cada 4 meses
231,Departamento,Villa Cabrera,184680,3,83,10,9183,1 recibo de sueldo,2225.06,511,115149,Sí,3367,ICL cada 4 meses
232,Departamento,Alberdi,95150,2,49,39,4341,2 recibos de sueldo,1941.84,514,59326,No,2228,ICL cada 4 meses
233,PH,Centro,252315,4,115,11,0,2 recibos de sueldo,2194.04,609,157320,No,3895,ICL cada 6 meses
234,Departamento,Alta Córdoba,284208,4,132,9,13896,2 recibos de sueldo,2153.09,491,177206,No,6343,ICL cada 3 meses
235,Casa,General Paz,206818,2,46,7,0,2 recibos + garantía propietaria,4496.04,869,118438,No,4890,IPC cada 3 meses
236,Departamento,Villa Belgrano,60000,1,24,17,2411,1 recibo de sueldo,2500.0,743,37410,No,1423,ICL cada 4 meses
237,Casa,Urca,256956,2,72,16,0,1 recibo + garantía propietaria,3568.83,721,160214,Sí,3936,ICL cada 3 meses
238,Departamento,Nueva Córdoba,627000,4,125,0,32578,2 recibos de sueldo,5016.0,561,390940,No,14933,ICL cada 6 meses
239,Casa,San Vicente,251640,4,122,20,0,2 recibos de sueldo,2062.62,565,156899,Sí,5575,ICL cada 4 meses
240,Departamento,Cerro de las Rosas,220056,2,54,27,9130,1 recibo de sueldo,4075.11,508,137206,No,5161,ICL cada 3 meses
241,Departamento,Yofre,124890,2,60,19,5358,3 recibos de sueldo,2081.5,833,71520,Sí,2707,IPC cada 6 meses
242,Departamento,Pueyrredón,224280,4,115,32,11779,2 recibos de sueldo,1950.26,784,139840,No,5044,ICL cada 6 meses
243,Departamento,Yofre,250707,4,111,7,10095,1 recibo + garantía propietaria,2258.62,717,156318,Sí,5309,ICL cada 3 meses
244,Departamento,Barrio Jardín,399672,4,109,5,20571,2 recibos + garantía propietaria,3666.72,637,228880,Sí,7877,IPC cada 6 meses
245,Departamento,Nueva Córdoba,433501,3,98,22,22874,1 recibo de sueldo,4423.48,611,248253,Sí,10528,IPC cada 6 meses
246,PH,Yofre,132795,2,59,5,0,1 recibo de sueldo,2250.76,700,76047,Sí,2139,IPC cada 3 meses
247,Departamento,Cofico,315414,3,93,2,17589,2 recibos de sueldo,3391.55,809,180628,Sí,4932,IPC cada 6 meses
248,Casa,Pueyrredón,140184,2,62,2,0,2 recibos de sueldo,2261.03,714,87405,No,3036,ICL cada 3 meses
249,PH,Pueyrredón,246384,4,124,26,0,2 recibos de sueldo,1986.97,538,141096,Sí,5355,IPC cada 3 meses
250,Departamento,Observatorio,132600,2,57,0,5484,2 recibos + garantía propietaria,2326.32,573,75936,No,3105,IPC cada 3 meses
251,Departamento,Urca,450896,4,115,7,18062,1 recibo + garantía propietaria,3920.83,696,258214,Sí,9688,IPC cada 3 meses
252,Departamento,Cofico,182619,2,52,3,10105,2 recibos + garantía propietaria,3511.9,563,104580,No,2899,IPC cada 6 meses
253,Departamento,Observatorio,219450,4,106,25,10051,2 recibos de sueldo,2070.28,602,136829,No,5222,ICL cada 3 meses
254,Departamento,Urca,192370,2,49,14,11108,2 recibos de sueldo,3925.92,801,119944,No,3076,ICL cada 4 meses
255,PH,Cerro de las Rosas,389610,3,86,5,0,2 recibos de sueldo,4530.35,618,242925,Sí,7595,ICL cada 4 meses
256,Departamento,Centro,155925,3,74,25,6813,3 recibos de sueldo,2107.09,492,89293,Sí,3320,IPC cada 3 meses
257,Departamento,Yofre,60000,1,16,25,3102,1 recibo + garantía propietaria,3750.0,900,34360,No,1279,IPC cada 4 meses
258,Departamento,Villa El Libertador,271950,4,130,15,11473,2 recibos + garantía propietaria,2091.92,758,169563,No,5298,ICL cada 6 meses
259,PH,Centro,203229,3,92,7,0,2 recibos de sueldo,2209.01,643,126715,Sí,3720,ICL cada 6 meses
260,Departamento,Nueva Córdoba,396396,3,85,18,19048,2 recibos de sueldo,4663.48,649,247156,Sí,7140,ICL cada 4 meses
261,Departamento,San Vicente,258680,4,143,37,14910,2 recibos de sueldo,1808.95,437,161289,Sí,6398,ICL cada 3 meses
262,Departamento,Pueyrredón,245964,4,104,1,12831,3 recibos de sueldo,2365.04,610,140856,No,4526,IPC cada 3 meses
263,Departamento,Cerro de las Rosas,434250,3,100,7,23359,3 recibos de sueldo,4342.5,575,248682,No,9038,IPC cada 4 meses
264,PH,Alberdi,264603,4,119,7,0,2 recibos de sueldo,2223.55,659,164982,No,5500,ICL cada 3 meses
265,Casa,Observatorio,75477,1,38,19,0,1 recibo de sueldo,1986.24,812,47060,Sí,1563,ICL cada 6 meses
266,Departamento,Villa Belgrano,125820,2,61,20,5601,2 recibos + garantía propietaria,2062.62,694,72053,No,2669,IPC cada 4 meses
267,Departamento,Villa El Libertador,168480,3,71,5,9848,1 recibo + garantía propietaria,2372.96,853,105048,Sí,2969,ICL cada 4 meses
268,Departamento,Villa El Libertador,136305,2,61,5,7151,1 recibo de sueldo,2234.51,510,78057,No,2506,IPC cada 4 meses
269,Departamento,Barrio Jardín,278668,3,93,36,11736,2 recibos de sueldo,2996.43,495,159584,Sí,4376,IPC cada 6 meses
270,Departamento,Urca,150675,2,38,25,6073,3 recibos de sueldo,3965.13,774,86287,No,3120,IPC cada 6 meses
271,Departamento,Villa Cabrera,196578,3,109,37,7925,2 recibos de sueldo,1803.47,660,112574,Sí,3418,IPC cada 3 meses
272,Departamento,Villa Cabrera,240597,4,123,29,9870,2 recibos de sueldo,1956.07,696,150014,Sí,4021,ICL cada 6 meses
273,PH,Observatorio,207522,3,97,11,0,1 recibo + garantía propietaria,2139.4,647,118841,Sí,4842,IPC cada 6 meses
274,Departamento,Yofre,318549,5,138,3,18549,1 recibo de sueldo,2308.33,669,182423,No,6632,IPC cada 4 meses
275,PH,Alberdi,261183,4,127,19,0,2 recibos de sueldo,2056.56,718,149571,Sí,5376,IPC cada 6 meses
276,Departamento,Alberdi,150699,2,71,9,7108,2 recibos de sueldo,2122.52,675,93962,No,2496,ICL cada 6 meses
277,Departamento,Villa Cabrera,134796,2,63,12,6195,1 recibo de sueldo,2139.62,592,77193,Sí,2622,IPC cada 3 meses
278,Casa,San Vicente,129719,2,60,12,0,2 recibos de sueldo,2161.98,883,80880,Sí,2666,ICL cada 4 meses
279,Departamento,Villa El Libertador,211737,4,111,37,10233,1 recibo de sueldo,1907.54,659,121255,Sí,4103,IPC cada 3 meses
280,Departamento,Villa Cabrera,65073,1,28,1,3135,2 recibos de sueldo,2324.04,630,37265,No,1323,IPC cada 3 meses
281,Departamento,Yofre,125775,2,55,5,5630,3 recibos de sueldo,2286.82,615,72027,Sí,1905,IPC cada 4 meses
282,Departamento,Barrio Jardín,417580,4,126,18,17470,2 recibos + garantía propietaria,3314.13,684,260364,Sí,7097,ICL cada 6 meses
283,PH,Barrio Jardín,257313,3,82,33,0,3 recibos de sueldo,3137.96,625,160436,Sí,4418,ICL cada 6 meses
284,Casa,Nueva Córdoba,268435,2,66,36,0,2 recibos de sueldo,4067.2,447,153724,Sí,5042,IPC cada 4 meses
285,Departamento,Centro,113712,2,52,16,4795,2 recibos de sueldo,2186.77,624,70900,No,2775,ICL cada 3 meses
286,Departamento,Nueva Córdoba,595320,4,117,0,30946,2 recibos de sueldo,5088.21,541,371187,Sí,12152,ICL cada 6 meses
287,Departamento,Alta Córdoba,272460,4,126,10,13060,1 recibo de sueldo,2162.38,676,156029,No,4785,IPC cada 6 meses
288,Departamento,Alberdi,102828,2,53,36,5969,1 recibo de sueldo,1940.15,646,64114,No,2279,ICL cada 4 meses
289,Departamento,Urca,357399,3,97,14,17610,1 recibo de sueldo,3684.53,583,222841,No,6143,ICL cada 3 meses
290,Departamento,Centro,252384,4,126,24,12636,3 recibos de sueldo,2003.05,744,144532,Sí,4184,IPC cada 4 meses
291,Departamento,Nueva Córdoba,574483,4,117,7,33644,3 recibos de sueldo,4910.11,642,358195,No,10329,ICL cada 4 meses
292,Departamento,Nueva Córdoba,654720,4,132,0,32757,3 recibos de sueldo,4960.0,612,374938,Sí,11738,IPC cada 4 meses
293,Departamento,Villa Cabrera,191052,3,91,17,9560,2 recibos + garantía propietaria,2099.47,613,109409,No,3671,IPC cada 6 meses
294,Departamento,Barrio Jardín,404654,4,131,29,19125,1 recibo de sueldo,3088.96,611,231733,Sí,8960,IPC cada 3 meses
295,Departamento,Cerro de las Rosas,264120,2,78,45,14317,2 recibos + garantía propietaria,3386.15,700,164681,No,5491,ICL cada 4 meses
296,PH,Alberdi,114240,2,58,30,0,2 recibos de sueldo,1969.66,572,71229,No,2276,ICL cada 4 meses
297,PH,Villa Belgrano,200376,3,96,16,0,1 recibo de sueldo,2087.25,657,124936,Sí,4906,ICL cada 3 meses
298,Departamento,General Paz,339229,3,84,18,16230,2 recibos + garantía propietaria,4038.44,599,211512,Sí,5198,ICL cada 4 meses
299,Departamento,San Vicente,220590,4,110,29,11419,2 recibos de sueldo,2005.36,585,137539,Sí,4200,ICL cada 4 meses
300,Casa,Nueva Córdoba,143880,1,28,0,0,2 recibos de sueldo,5138.57,697,82395,Sí,3144,IPC cada 4 meses
301,PH,Nueva Córdoba,444166,4,106,39,0,1 recibo de sueldo,4190.25,556,254360,Sí,8086,IPC cada 6 meses
302,Casa,Alberdi,112665,2,51,15,0,2 recibos de sueldo,2209.12,702,70247,No,2226,ICL cada 3 meses
303,Departamento,Alberdi,175329,3,96,39,8581,2 recibos + garantía propietaria,1826.34,680,100405,Sí,2683,IPC cada 4 meses
304,PH,San Vicente,60000,1,25,25,0,2 recibos de sueldo,2400.0,782,37410,No,1022,ICL cada 3 meses
305,Departamento,Villa Belgrano,215208,3,97,4,10884,2 recibos + garantía propietaria,2218.64,474,134184,Sí,3404,ICL cada 3 meses
306,Casa,Pueyrredón,208152,3,93,4,0,2 recibos de sueldo,2238.19,751,119202,Sí,5143,IPC cada 6 meses
307,PH,Alberdi,164451,2,79,9,0,1 recibo de sueldo,2081.66,619,94176,No,3691,IPC cada 6 meses
308,Departamento,Barrio Jardín,226968,2,65,7,12832,1 recibo de sueldo,3491.82,471,141516,No,4887,ICL cada 6 meses
309,PH,Villa Cabrera,213192,3,101,12,0,2 recibos de sueldo,2110.81,584,122088,Sí,3202,IPC cada 3 meses
310,Departamento,Urca,450996,4,124,18,21771,1 recibo de sueldo,3637.06,701,258272,Sí,8869,IPC cada 4 meses
311,PH,Cofico,202194,2,63,12,0,3 recibos de sueldo,3209.43,641,115790,No,4465,IPC cada 6 meses
312,Departamento,Nueva Córdoba,349364,2,72,1,15582,1 recibo de sueldo,4852.28,784,217831,No,7366,ICL cada 3 meses
313,PH,Nueva Córdoba,261742,2,67,42,0,1 recibo + garantía propietaria,3906.6,616,163198,Sí,5273,ICL cada 3 meses
314,Departamento,Pueyrredón,262824,4,122,12,13510,1 recibo + garantía propietaria,2154.3,646,163873,No,6122,ICL cada 3 meses
315,Casa,Observatorio,119652,2,62,31,0,2 recibos de sueldo,1929.87,631,68521,No,2196,IPC cada 4 meses
316,Departamento,Villa El Libertador,77610,1,35,1,4559,1 recibo + garantía propietaria,2217.43,547,48390,No,1815,ICL cada 6 meses
317,Departamento,Cofico,339786,4,113,28,18302,2 recibos + garantía propietaria,3006.96,647,211859,Sí,6416,ICL cada 4 meses
318,Departamento,Cerro de las Rosas,381024,3,83,4,17590,3 recibos de sueldo,4590.65,628,218201,Sí,7928,IPC cada 3 meses
319,Casa,Cerro de las Rosas,292128,2,74,21,0,2 recibos de sueldo,3947.68,658,182144,No,5901,ICL cada 3 meses
320,Departamento,Urca,593922,5,169,21,35195,2 recibos de sueldo,3514.33,655,340121,No,11347,IPC cada 3 meses
321,Departamento,Alberdi,157410,3,81,35,7375,1 recibo + garantía propietaria,1943.33,650,98146,Sí,2781,ICL cada 4 meses
322,Departamento,Villa El Libertador,186624,3,83,8,11134,2 recibos de sueldo,2248.48,659,106874,No,3636,IPC cada 3 meses
323,PH,San Vicente,156222,2,71,2,0,2 recibos de sueldo,2200.31,759,89463,No,2533,IPC cada 4 meses
324,Departamento,Urca,421443,4,125,31,18475,1 recibo de sueldo,3371.54,552,241347,No,7772,IPC cada 4 meses
325,Departamento,Pueyrredón,143823,2,67,9,8628,2 recibos de sueldo,2146.61,577,89674,Sí,2991,ICL cada 6 meses
326,Departamento,Villa Belgrano,149574,2,69,6,6210,1 recibo de sueldo,2167.74,791,93260,Sí,2336,ICL cada 6 meses
327,Departamento,Centro,124991,2,58,14,6782,2 recibos de sueldo,2155.02,777,77933,No,2804,ICL cada 3 meses
328,Departamento,San Vicente,277179,4,123,3,15191,2 recibos de sueldo,2253.49,675,158732,Sí,5731,IPC cada 3 meses
329,Departamento,Cofico,305856,3,93,8,16391,2 recibos de sueldo,3288.77,852,175154,Sí,7539,IPC cada 6 meses
330,PH,General Paz,344394,3,81,10,0,1 recibo de sueldo,4251.78,698,214732,No,5479,ICL cada 4 meses
331,Casa,Barrio Jardín,221409,2,63,7,0,3 recibos de sueldo,3514.43,837,126794,No,3823,IPC cada 4 meses
332,Departamento,Villa Belgrano,213741,3,102,13,11873,2 recibos + garantía propietaria,2095.5,795,122403,Sí,4356,IPC cada 4 meses
333,Departamento,Nueva Córdoba,565554,4,117,10,27959,2 recibos de sueldo,4833.79,812,352628,Sí,11226,ICL cada 4 meses
334,Departamento,Cerro de las Rosas,246384,2,62,26,10122,1 recibo de sueldo,3973.94,535,141096,No,4924,IPC cada 6 meses
335,Departamento,Nueva Córdoba,504398,4,122,36,23784,2 recibos de sueldo,4134.41,716,288853,No,9290,IPC cada 6 meses
336,Casa,Nueva Córdoba,288802,2,57,2,0,2 recibos + garantía propietaria,5066.7,641,180070,No,6833,ICL cada 3 meses
337,Departamento,Observatorio,246753,4,127,29,13039,3 recibos de sueldo,1942.94,516,153852,Sí,3828,ICL cada 4 meses
338,Departamento,Villa El Libertador,60000,1,23,37,3175,1 recibo de sueldo,2608.7,783,37410,Sí,1423,ICL cada 6 meses
339,Departamento,Alta Córdoba,205056,3,103,22,9002,1 recibo + garantía propietaria,1990.83,769,117429,Sí,4668,IPC cada 6 meses
340,PH,Nueva Córdoba,598811,5,156,47,0,1 recibo de sueldo,3838.53,635,342921,Sí,13704,IPC cada 6 meses
341,Departamento,Alta Córdoba,314004,5,141,9,14149,1 recibo de sueldo,2226.98,588,179820,Sí,7568,IPC cada 4 meses
342,Departamento,Alta Córdoba,144153,2,77,29,7169,2 recibos de sueldo,1872.12,655,82552,No,2979,IPC cada 3 meses
343,Departamento,Cerro de las Rosas,376974,3,92,21,20572,1 recibo de sueldo,4097.54,468,235046,Sí,8919,ICL cada 4 meses
344,Casa,Cofico,81216,1,23,8,0,3 recibos de sueldo,3531.13,515,50638,Sí,1547,ICL cada 4 meses
345,PH,Cofico,392674,4,131,23,0,2 recibos de sueldo,2997.51,620,224872,No,8577,IPC cada 4 meses
346,Departamento,San Vicente,199800,3,95,15,11399,1 recibo + garantía propietaria,2103.16,711,124577,Sí,3606,ICL cada 3 meses
347,Departamento,San Vicente,102960,2,42,5,4296,3 recibos de sueldo,2451.43,631,58962,No,2375,IPC cada 4 meses
348,PH,Nueva Córdoba,278124,2,55,4,0,2 recibos de sueldo,5056.8,594,173412,Sí,4268,ICL cada 3 meses
349,Departamento,Barrio Jardín,398462,4,123,23,23314,3 recibos de sueldo,3239.53,567,228187,No,9345,IPC cada 3 meses
350,Departamento,San Vicente,148149,3,68,23,8674,2 recibos de sueldo,2178.66,893,84840,Sí,2396,IPC cada 4 meses
351,Departamento,Alberdi,129315,2,61,15,5193,1 recibo de sueldo,2119.92,542,80629,Sí,2141,ICL cada 4 meses
352,Departamento,Observatorio,131688,2,62,14,6601,3 recibos de sueldo,2124.0,467,75413,Sí,2972,IPC cada 6 meses
353,Departamento,San Vicente,114072,2,48,4,5902,2 recibos + garantía propietaria,2376.5,592,65325,Sí,1981,IPC cada 3 meses
354,Casa,Cerro de las Rosas,399312,3,93,12,0,2 recibos de sueldo,4293.68,701,228674,Sí,7952,IPC cada 4 meses
355,Departamento,Nueva Córdoba,510048,4,120,32,26050,2 recibos de sueldo,4250.4,660,318019,Sí,10194,ICL cada 6 meses
356,Departamento,San Vicente,214968,4,108,31,11246,1 recibo de sueldo,1990.44,574,134034,Sí,4031,ICL cada 6 meses
357,Casa,Nueva Córdoba,439480,3,99,21,0,2 recibos + garantía propietaria,4439.19,669,274019,Sí,10691,ICL cada 4 meses
358,Departamento,Centro,222156,4,128,47,11122,2 recibos + garantía propietaria,1735.59,760,138516,Sí,4585,ICL cada 4 meses
359,Departamento,Yofre,168336,3,87,33,7722,1 recibo + garantía propietaria,1934.9,670,104959,Sí,3732,ICL cada 6 meses
360,Departamento,Centro,132384,2,58,3,5548,1 recibo de sueldo,2282.48,665,82542,No,3164,ICL cada 4 meses
361,PH,Cofico,506898,5,157,11,0,2 recibos + garantía propietaria,3228.65,665,290285,Sí,10720,IPC cada 6 meses
362,PH,San Vicente,132384,2,58,3,0,1 recibo de sueldo,2282.48,575,82542,No,2906,ICL cada 4 meses
363,PH,Alta Córdoba,97053,2,41,13,0,2 recibos de sueldo,2367.15,694,55579,No,1885,IPC cada 6 meses
364,PH,Alberdi,307980,5,155,26,0,3 recibos de sueldo,1986.97,754,176371,Sí,7685,IPC cada 4 meses
365,Departamento,Yofre,121128,2,52,4,5349,1 recibo + garantía propietaria,2329.38,785,75524,No,2757,ICL cada 3 meses
366,Departamento,Cofico,336672,4,116,33,18451,1 recibo + garantía propietaria,2902.34,692,192802,Sí,8299,IPC cada 3 meses
367,Casa,Pueyrredón,277245,4,135,17,0,1 recibo + garantía propietaria,2053.67,651,158770,Sí,4511,IPC cada 3 meses
368,Departamento,Yofre,179550,3,89,25,8047,2 recibos + garantía propietaria,2017.42,837,102822,Sí,2734,IPC cada 4 meses
369,Departamento,General Paz,130444,1,30,1,7382,2 recibos de sueldo,4348.13,662,74701,No,2640,IPC cada 4 meses
370,Departamento,Nueva Córdoba,320166,2,65,2,15390,1 recibo + garantía propietaria,4925.63,601,199626,No,7145,ICL cada 4 meses
371,Departamento,Cerro de las Rosas,266070,2,65,19,12848,1 recibo de sueldo,4093.38,581,165897,No,6207,ICL cada 4 meses
372,PH,Nueva Córdoba,356796,3,81,30,0,2 recibos de sueldo,4404.89,569,204326,Sí,8380,IPC cada 4 meses
373,Departamento,Nueva Córdoba,506721,4,119,32,29070,1 recibo de sueldo,4258.16,599,290184,Sí,9055,IPC cada 3 meses
374,Departamento,Villa El Libertador,184230,3,90,22,8158,2 recibos + garantía propietaria,2047.0,842,105503,No,4162,IPC cada 4 meses
375,PH,Nueva Córdoba,455598,3,93,5,0,2 recibos + garantía propietaria,4898.9,574,284069,Sí,7551,ICL cada 4 meses
376,Departamento,Urca,362407,3,93,5,15870,1 recibo de sueldo,3896.85,802,207539,Sí,7318,IPC cada 4 meses
377,Departamento,Observatorio,211923,3,116,33,12653,3 recibos de sueldo,1826.92,629,132135,Sí,3678,ICL cada 4 meses
378,Departamento,Nueva Córdoba,554083,4,108,2,28154,2 recibos de sueldo,5130.4,754,317306,Sí,9595,IPC cada 3 meses
379,Casa,Villa Cabrera,138840,2,70,22,0,2 recibos de sueldo,1983.43,542,86567,No,2499,ICL cada 6 meses
380,Casa,Urca,479136,4,132,16,0,2 recibos de sueldo,3629.82,648,298745,Sí,8660,ICL cada 3 meses
381,Casa,Cerro de las Rosas,406080,3,95,12,0,1 recibo de sueldo,4274.53,488,232550,Sí,7451,IPC cada 3 meses
382,Casa,Villa El Libertador,117876,2,53,12,0,1 recibo de sueldo,2224.08,652,73496,No,2845,ICL cada 6 meses
383,Departamento,San Vicente,136566,2,77,38,5983,3 recibos de sueldo,1773.58,728,78207,No,2987,IPC cada 6 meses
384,PH,Observatorio,83148,2,38,31,0,1 recibo de sueldo,2188.11,746,51843,No,1251,ICL cada 4 meses
385,PH,Villa Belgrano,164268,3,83,31,0,3 recibos de sueldo,1979.13,649,94071,Sí,3123,IPC cada 4 meses
386,Departamento,Villa Cabrera,150822,2,72,11,6533,2 recibos de sueldo,2094.75,614,86371,Sí,2511,IPC cada 4 meses
387,Departamento,Urca,465696,4,116,2,26653,1 recibo + garantía propietaria,4014.62,658,290365,Sí,10344,ICL cada 4 meses
388,PH,Cerro de las Rosas,358416,3,106,48,0,3 recibos de sueldo,3381.28,592,205254,Sí,8898,IPC cada 6 meses
389,PH,Villa Belgrano,245265,4,105,3,0,1 recibo + garantía propietaria,2335.86,592,152924,No,4902,ICL cada 4 meses
390,PH,Villa Cabrera,60000,1,19,15,0,1 recibo de sueldo,3157.89,609,34360,No,1489,IPC cada 4 meses
391,PH,Pueyrredón,124485,2,55,7,0,2 recibos de sueldo,2263.36,672,77617,Sí,2211,ICL cada 3 meses
392,Departamento,Cofico,105727,1,34,15,5497,2 recibos + garantía propietaria,3109.62,793,60546,Sí,2200,IPC cada 6 meses
393,Departamento,Barrio Jardín,206438,2,58,8,8732,2 recibos de sueldo,3559.28,779,118220,Sí,4222,IPC cada 4 meses
394,Departamento,Villa Cabrera,221610,4,115,34,12795,2 recibos de sueldo,1927.04,618,126909,Sí,5088,IPC cada 3 meses
395,Departamento,Barrio Jardín,119822,1,44,41,5856,2 recibos + garantía propietaria,2723.23,568,68618,No,2111,IPC cada 6 meses
396,Casa,Yofre,221130,3,105,11,0,1 recibo de sueldo,2106.0,576,137876,No,3890,ICL cada 4 meses
